LabVIEW Measurement
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	ruan.comelli
Date	2019/06/18
Time	10:32:28,5741667500582910854
***End_of_Header***

Channels	1
Samples	1
Date	2019/06/18
Time	10:32:28,5741667500582910854
Y_Unit_Label	Deg C
X_Dimension	Time
X0	0,0000000000000000E+0
Delta_X	0,000000
***End_of_Header***
X_Value	RTD Temperature	Comment
0,000000	49,541350
0,221978	49,542433
0,433957	49,540885
0,653935	49,541659
0,860914	49,541814
1,066893	49,543516
1,293871	49,543826
1,520848	49,543362
1,734827	49,541040
1,942806	49,541814
2,150785	49,541969
2,361764	49,542433
2,567743	49,542588
2,780722	49,542897
2,986701	49,542588
3,224677	49,541504
3,445655	49,542433
3,655634	49,541659
3,883612	49,541195
4,090591	49,542433
4,297570	49,542124
4,504550	49,541659
4,710529	49,540731
4,922508	49,541040
5,146485	49,540731
5,357464	49,540885
5,574443	49,539957
5,781422	49,540576
5,987401	49,540266
6,201380	49,540421
6,407359	49,541504
6,621338	49,540576
6,829317	49,539802
7,036296	49,539183
7,253275	49,540576
7,485251	49,539802
7,691231	49,539493
7,901210	49,539802
8,114188	49,538254
8,324167	49,537635
8,545145	49,539493
8,753125	49,537790
8,961104	49,538254
9,167083	49,538254
9,394060	49,538564
9,601040	49,538719
9,817018	49,537945
10,023997	49,538409
10,241976	49,538564
10,452955	49,538409
10,677932	49,538564
10,884911	49,538254
11,115888	49,539028
11,334866	49,538100
11,541846	49,538874
11,753825	49,538409
11,968803	49,537635
12,174782	49,539338
12,391761	49,538874
12,598740	49,538719
12,805719	49,539493
13,012699	49,539338
13,233676	49,539647
13,452655	49,539493
13,659634	49,539647
13,866613	49,540731
14,072593	49,541195
14,278572	49,540731
14,485551	49,541350
14,710529	49,541969
14,920508	49,541659
15,127487	49,542278
15,345465	49,541659
15,553445	49,542433
15,766423	49,542743
15,974402	49,542124
16,181382	49,542278
16,387361	49,542433
16,593341	49,542124
16,800320	49,542433
17,023297	49,542588
17,239276	49,542588
17,453255	49,542433
17,674232	49,542743
17,882212	49,542588
18,089191	49,541350
18,295170	49,542433
18,526147	49,541504
18,736126	49,542124
18,944105	49,542588
19,152085	49,541969
19,359064	49,541814
19,567043	49,541969
19,774022	49,542897
19,985001	49,542743
20,190981	49,542124
20,397960	49,541504
20,603939	49,542588
20,812919	49,541814
21,063893	49,541504
21,270873	49,542433
21,476852	49,542278
21,683831	49,541504
21,895810	49,541040
22,102789	49,541504
22,308769	49,541969
22,527747	49,543052
22,735726	49,541350
22,942706	49,541814
23,149685	49,542278
23,357664	49,540885
23,563643	49,542588
23,769623	49,541504
23,976602	49,541969
24,183581	49,542433
24,392560	49,542743
24,613538	49,541969
24,830517	49,541504
25,040496	49,542278
25,247475	49,542278
25,454454	49,541040
25,675432	49,541504
25,883411	49,541814
26,090391	49,541659
26,296370	49,540885
26,504349	49,540885
26,711329	49,540112
26,925307	49,541814
27,146285	49,540576
27,355264	49,540731
27,561244	49,539493
27,767223	49,540112
27,974202	49,539957
28,241176	49,540112
28,449155	49,539647
28,675132	49,538564
28,896110	49,539647
29,102089	49,538409
29,315068	49,537790
29,523047	49,537790
29,730027	49,537790
29,938006	49,539647
30,156984	49,537635
30,363963	49,537945
30,570943	49,537945
