LabVIEW Measurement
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	ruan.comelli
Date	2019/06/17
Time	11:42:37,6886025500582318312
***End_of_Header***

Channels	1
Samples	1
Date	2019/06/17
Time	11:42:37,6886025500582318312
Y_Unit_Label	Deg C
X_Dimension	Time
X0	0,0000000000000000E+0
Delta_X	0,000000
***End_of_Header***
X_Value	RTD Temperature	Comment
0,000000	14,560946
0,270000	14,562171
0,477000	14,562477
0,690000	14,560640
0,897000	14,562018
1,116000	14,561099
1,337000	14,561559
1,549000	14,562171
1,762000	14,562477
2,053000	14,562018
2,259000	14,561559
2,466000	14,560486
2,683000	14,562018
2,890000	14,561559
3,102000	14,560486
3,337000	14,561099
3,591000	14,559874
3,797000	14,561865
4,004000	14,560486
4,216000	14,560793
4,422000	14,560180
4,628000	14,560180
4,840000	14,558955
5,051000	14,558342
5,260000	14,558036
5,467000	14,559108
5,681000	14,558495
5,892000	14,557117
6,098000	14,558342
6,304000	14,557423
6,521000	14,556964
6,727000	14,555432
6,934000	14,555739
7,147000	14,555892
7,373000	14,555585
7,580000	14,554820
7,787000	14,554667
7,998000	14,554820
8,205000	14,554513
8,411000	14,554054
8,619000	14,553748
8,826000	14,553441
9,032000	14,551910
9,248000	14,552982
9,455000	14,551757
9,660000	14,551757
9,867000	14,552063
10,089000	14,552063
10,296000	14,551603
10,504000	14,551144
10,728000	14,550838
10,956000	14,550072
11,165000	14,550991
11,372000	14,550991
11,620000	14,551144
11,827000	14,549612
12,055000	14,549612
12,261000	14,550225
12,469000	14,551144
12,710000	14,549153
12,941000	14,549153
13,168000	14,549153
13,375000	14,549000
13,582000	14,548847
13,796000	14,548693
14,003000	14,548693
14,215000	14,547775
14,423000	14,548081
14,629000	14,548234
14,836000	14,548234
15,043000	14,546549
15,257000	14,548081
15,480000	14,547621
15,693000	14,546856
15,900000	14,546549
16,109000	14,546243
16,317000	14,546856
16,524000	14,546396
16,730000	14,546243
16,937000	14,546090
17,144000	14,545937
17,350000	14,545937
17,559000	14,545937
17,765000	14,545324
17,977000	14,545018
18,186000	14,545324
18,415000	14,545630
18,638000	14,546243
18,845000	14,545784
19,051000	14,545937
19,260000	14,545477
19,467000	14,544405
19,673000	14,544405
19,880000	14,544099
20,087000	14,544711
20,295000	14,545171
20,506000	14,543027
20,726000	14,543639
20,932000	14,544558
21,139000	14,543946
21,346000	14,544099
21,572000	14,543639
21,779000	14,543486
21,996000	14,544252
22,203000	14,544711
22,415000	14,545324
22,633000	14,544405
22,839000	14,543639
23,057000	14,542720
23,264000	14,543027
23,470000	14,543333
23,679000	14,542874
23,886000	14,543792
24,104000	14,543639
24,312000	14,542874
24,518000	14,541955
24,724000	14,543333
24,931000	14,541955
25,138000	14,543333
25,345000	14,543180
25,555000	14,543639
25,762000	14,542261
25,968000	14,541955
26,175000	14,543639
26,382000	14,542414
26,596000	14,543027
26,803000	14,541801
27,009000	14,543333
27,217000	14,542108
27,425000	14,542567
27,631000	14,542108
27,838000	14,541342
28,045000	14,543486
28,252000	14,542414
28,464000	14,542414
28,677000	14,542567
28,892000	14,542261
29,099000	14,542108
29,311000	14,541648
29,519000	14,541801
29,729000	14,541495
29,935000	14,540883
30,142000	14,540729
30,349000	14,541648
