LabVIEW Measurement
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	,
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	ruan.comelli
Date	2019/06/24
Time	16:20:05,4033180500583795499
***End_of_Header***

Channels	1
Samples	1
Date	2019/06/24
Time	16:20:05,4033180500583795499
Y_Unit_Label	Deg C
X_Dimension	Time
X0	0,0000000000000000E+0
Delta_X	0,000000
***End_of_Header***
X_Value	RTD Temperature	Comment
0,000000	75,147941
0,208000	75,147785
0,419000	75,148565
0,625000	75,148097
0,831000	75,148253
1,042000	75,148097
1,255000	75,148253
1,461000	75,148097
1,667000	75,149501
1,874000	75,147785
2,080000	75,148565
2,294000	75,148565
2,504000	75,149189
2,710000	75,148409
2,916000	75,148409
3,123000	75,148877
3,332000	75,147317
3,542000	75,148409
3,748000	75,147785
3,955000	75,147473
4,165000	75,148565
4,373000	75,148565
4,585000	75,148565
4,792000	75,147785
5,003000	75,147785
5,210000	75,147317
5,417000	75,148097
5,623000	75,147941
5,829000	75,148097
6,036000	75,147785
6,242000	75,147785
6,448000	75,147941
6,659000	75,147317
6,876000	75,147941
7,089000	75,147941
7,297000	75,146538
7,503000	75,146849
7,714000	75,146693
7,920000	75,147317
8,126000	75,146849
8,337000	75,146070
8,543000	75,146693
8,753000	75,146070
8,960000	75,144822
9,171000	75,145758
9,378000	75,145758
9,589000	75,144978
9,795000	75,147005
10,002000	75,145914
10,209000	75,144822
10,428000	75,144822
10,642000	75,144978
10,848000	75,144510
11,060000	75,144198
11,267000	75,146070
11,474000	75,145446
11,686000	75,144042
11,892000	75,144822
12,103000	75,145134
12,310000	75,143730
12,517000	75,144666
12,723000	75,143730
12,930000	75,144822
13,136000	75,143574
13,346000	75,142950
13,553000	75,144198
13,760000	75,143418
13,989000	75,142327
14,196000	75,142327
14,403000	75,142950
14,609000	75,143418
14,816000	75,141859
15,027000	75,142483
15,233000	75,143262
15,440000	75,143418
15,646000	75,142015
15,857000	75,142483
16,064000	75,141703
16,271000	75,141859
16,477000	75,142171
16,684000	75,142327
16,891000	75,142327
17,097000	75,141547
17,304000	75,141703
17,524000	75,142171
17,730000	75,142950
17,936000	75,142794
18,142000	75,142483
18,349000	75,142639
18,555000	75,143886
18,766000	75,142639
18,973000	75,142639
19,185000	75,144198
19,392000	75,143886
19,598000	75,144198
19,804000	75,144198
20,012000	75,144822
20,218000	75,143574
20,428000	75,144822
20,634000	75,144354
20,846000	75,144666
21,053000	75,145446
21,259000	75,145602
21,466000	75,144978
21,679000	75,145290
21,886000	75,145914
22,100000	75,144822
22,312000	75,146070
22,518000	75,146070
22,729000	75,145914
22,935000	75,146382
23,142000	75,146538
23,348000	75,146070
23,555000	75,146538
23,766000	75,147161
23,974000	75,146226
24,181000	75,145446
24,392000	75,146849
24,625000	75,147161
24,836000	75,147161
25,042000	75,147161
25,250000	75,147941
25,457000	75,148409
25,664000	75,147317
25,872000	75,148097
26,080000	75,148565
26,286000	75,147785
26,498000	75,149657
26,704000	75,148409
26,916000	75,148565
27,123000	75,147941
27,334000	75,150281
27,540000	75,149501
27,746000	75,149345
27,953000	75,149189
28,166000	75,149813
28,377000	75,150125
28,586000	75,148253
28,798000	75,150592
29,005000	75,149969
29,230000	75,149345
29,436000	75,149969
29,649000	75,150592
29,855000	75,149345
30,066000	75,150437
